Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Eloena Heijerman,F,SBD,Raw,21.5,20-23,19-23,Open,67.2,69,92.5,100.0,-110.0,,100.0,60.0,65.0,-70.0,,65.0,100.0,115.0,122.5,,122.5,287.5,9,297.58,294.37,259.69,60.46,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Brittany Jones,F,SBD,Raw,22.5,20-23,19-23,Open,68.2,69,85.0,90.0,-95.0,,90.0,55.0,57.5,60.0,,60.0,130.0,140.0,-150.0,,140.0,290.0,32,297.62,293.81,259.13,60.48,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Jonathan Rodrigues de Miranda,M,SBD,Raw,19.5,20-23,19-23,Open,90.75,93,130.0,140.0,145.0,,145.0,107.5,-112.5,112.5,,112.5,190.0,200.0,205.0,,205.0,462.5,24,297.81,294.02,281.69,61.23,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Luuk Eijkelberg,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,104.2,105,200.0,210.0,220.0,,220.0,120.0,125.0,132.5,,132.5,140.0,,,,140.0,492.5,10,297.95,295.09,281.77,61.02,Yes,Netherlands,,IPF,IPF,2022-08-31,Turkey,,Istanbul,World Junior Classic Powerlifting Championships
Sonny Carter,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,91.58,93,140.0,-150.0,-155.0,,140.0,110.0,-115.0,-120.0,,110.0,190.0,205.0,215.0,,215.0,465.0,1,298.08,294.28,281.83,61.29,Yes,Netherlands,,KNKF-SP,IPF,2020-02-23,Netherlands,NH,Oudkarspel,Dutch Sub-Juniors Classic Powerlifting Championships
Emma Omani,F,SBD,Raw,19.5,20-23,19-23,Juniors,62.18,63,90.0,100.0,-105.0,,100.0,55.0,-60.0,-60.0,,55.0,120.0,-135.0,-142.5,,120.0,275.0,8,298.15,298.29,263.44,60.68,Yes,Netherlands,,KNKF-SP,IPF,2018-09-22,Netherlands,GE,Nijmegen,SBD Cup
Richella Wardenier,F,SBD,Raw,31.5,24-34,24-39,Open,55.2,57,77.5,80.0,85.0,,85.0,47.5,50.0,-52.5,,50.0,110.0,115.0,120.0,,120.0,255.0,3,298.42,303.44,268.49,61.31,Yes,Netherlands,,KNKF-SP,IPF,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic
Marien Moens,M,SBD,Raw,21.5,20-23,19-23,Open,84.8,93,140.0,-147.5,147.5,,147.5,85.0,92.5,100.0,,100.0,170.0,185.0,200.0,,200.0,447.5,64,298.53,295.0,283.49,61.28,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Tessa Krol,F,SBD,Raw,20.5,20-23,19-23,Juniors,80.28,84,115.0,120.0,-125.0,,120.0,60.0,62.5,65.0,,65.0,117.5,127.5,132.5,,132.5,317.5,4,298.65,289.95,254.23,61.08,Yes,Netherlands,,KNKF-SP,IPF,2022-04-16,Netherlands,,Weert,Junioren NK Powerliften Dames
Bram Nijhoff,M,SBD,Raw,25.5,24-34,24-39,Open,68.72,74,130.0,140.0,-150.0,,140.0,65.0,72.5,80.0,,80.0,152.5,162.5,172.5,,172.5,392.5,8,298.67,298.36,289.38,59.9,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Dana Buijze,F,SBD,Raw,22.5,20-23,19-23,Open,70.9,76,105.0,112.5,120.0,,120.0,42.5,47.5,-50.0,,47.5,112.5,122.5,130.0,,130.0,297.5,4,298.71,293.39,258.54,60.73,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Maartje Claessen,F,SBD,Raw,20.5,20-23,19-23,Open,49.72,52,72.5,77.5,82.5,,82.5,42.5,47.5,-52.5,,47.5,100.0,107.5,-110.0,,107.5,237.5,1,298.78,306.4,272.15,62.4,Yes,Netherlands,,KNKF-SP,IPF,2020-09-20,Netherlands,,Weert,Loods 37 Cup Powerlifting Classic
Ina Koolhaas-Revers,F,SBD,Raw,69.5,65-69,70-999,Open,61.05,63,-82.5,82.5,85.0,,85.0,52.5,55.0,-57.5,,55.0,127.5,130.0,132.5,,132.5,272.5,5,298.81,299.76,264.8,60.87,Yes,Netherlands,,KNKF-SP,IPF,2017-09-30,Netherlands,GE,Nijmegen,SBD Cup
Felix Francken,M,SBD,Raw,23.5,24-34,24-39,Open,94.1,105,150.0,157.5,165.0,,165.0,-105.0,105.0,-107.5,,105.0,195.0,202.5,-210.0,,202.5,472.5,29,298.95,295.19,282.4,61.46,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Wim Bevers,M,SBD,Raw,60.5,60-64,60-69,Masters 3,82.82,83,147.5,155.0,,,155.0,95.0,-102.5,-102.5,,95.0,175.0,192.5,-205.0,,192.5,442.5,4,299.09,295.75,284.52,61.32,Yes,Netherlands,,IPF,IPF,2021-09-23,Sweden,,Halmstad,World Classic Powerlifting Championships
Marcel Govers,M,SBD,Raw,21.5,20-23,19-23,Open,87.98,93,142.5,147.5,155.0,,155.0,102.5,-110.0,-110.0,,102.5,187.5,195.0,200.0,,200.0,457.5,13,299.27,295.54,283.53,61.51,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Arja Rydin,F,SBD,Raw,19.5,20-23,19-23,Juniors,61.8,63,107.5,-112.5,-112.5,,107.5,-45.0,45.0,-50.0,,45.0,122.5,-127.5,-127.5,,122.5,275.0,3,299.28,299.69,264.7,60.93,Yes,Netherlands,,KNKF-SP,IPF,2015-12-12,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Bjorn Verrijdt,M,SBD,Raw,15.5,16-17,14-18,Sub-Juniors,67.3,74,130.0,132.5,142.5,,142.5,75.0,82.5,-87.5,,82.5,-150.0,155.0,162.5,,162.5,387.5,2,299.31,299.48,290.74,59.79,Yes,Netherlands,,KNKF-SP,IPF,2018-06-24,Netherlands,,Utrecht,Dutch Juniors & Sub-Juniors Championships
Gianna Claessens,F,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,89.86,84+,-115.0,115.0,120.0,,120.0,57.5,62.5,65.0,,65.0,135.0,142.5,150.5,,150.5,335.5,1,299.31,290.08,252.18,61.82,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Elke Bokma,F,SBD,Raw,20.5,20-23,19-23,Open,82.5,84,115.0,120.0,125.0,,125.0,60.0,62.5,65.0,,65.0,122.5,132.5,-142.5,,132.5,322.5,2,299.32,290.24,254.06,61.34,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Emiel Rens,M,SBD,Raw,21.5,20-23,19-23,Juniors,65.52,66,125.0,135.0,140.0,,140.0,90.0,95.0,-100.0,,95.0,125.0,135.0,145.0,,145.0,380.0,6,299.36,300.18,291.79,59.47,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Hitesh Manglani,M,SBD,Raw,19.5,20-23,19-23,Juniors,81.84,83,137.5,145.0,150.0,,150.0,85.0,90.0,-92.5,,90.0,177.5,190.0,200.0,,200.0,440.0,24,299.42,296.19,285.1,61.34,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Hanneke Chorus,F,SBD,Raw,36.5,35-39,24-39,Open,71.66,72,105.0,112.5,117.5,,117.5,47.5,52.5,55.0,,55.0,112.5,122.5,127.5,,127.5,300.0,6,299.46,293.74,258.77,60.9,Yes,Netherlands,,KNKF-SP,IPF,2020-02-01,Netherlands,,Groningen,Northside Barbell Cup
Jaden Hoogsteder,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,88.8,93,-150.0,150.0,-160.0,,150.0,90.0,97.5,100.0,,100.0,-200.0,200.0,210.0,,210.0,460.0,2,299.47,295.7,283.57,61.56,Yes,Netherlands,,KNKF-SP,IPF,2020-02-23,Netherlands,NH,Oudkarspel,Dutch Sub-Juniors Classic Powerlifting Championships
Paul van As,M,SBD,Raw,19.5,20-23,19-23,Juniors,64.28,66,102.5,112.5,120.0,,120.0,85.0,90.0,92.5,,92.5,145.0,155.0,162.5,,162.5,375.0,6,299.71,301.01,292.87,59.28,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Ina Koolhaas-Revers,F,SBD,Raw,71.5,70-74,70-999,Masters 4,60.2,63,-85.0,-85.0,85.0,,85.0,-52.5,52.5,-55.0,,52.5,120.0,127.5,133.5,,133.5,271.0,1,299.79,301.36,266.25,61.12,Yes,Netherlands,,IPF,IPF,2019-06-04,Sweden,,Helsingborg,World Classic Powerlifting Championships
Nick van der Loo,M,SBD,Raw,31.5,24-34,24-39,Open,103.88,105,140.0,-150.0,152.5,,152.5,105.0,112.5,117.5,,117.5,200.0,212.5,225.0,,225.0,495.0,47,299.84,296.92,283.52,61.42,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Hester Schaap,F,SBD,Raw,27.5,24-34,24-39,Open,68.3,69,92.5,97.5,105.0,,105.0,52.5,55.0,57.5,,57.5,122.5,130.0,-137.5,,130.0,292.5,31,299.94,296.04,261.09,60.95,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Ryan Toisuta,M,SBD,Raw,21.5,20-23,19-23,Juniors,65.3,66,122.5,130.0,-135.0,,130.0,75.0,80.0,-85.0,,80.0,160.0,170.0,-175.0,,170.0,380.0,5,300.12,301.02,292.65,59.57,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Wim Bevers,M,SBD,Raw,54.5,50-54,50-59,Masters 2,92.3,93,140.0,150.0,160.0,,160.0,90.0,95.0,100.0,,100.0,190.0,205.0,210.0,,210.0,470.0,1,300.13,296.32,283.69,61.71,Yes,Netherlands,,KNKF-SP,IPF,2015-09-06,Netherlands,GE,Nijmegen,SBD Cup
Bianca van Beugen,F,SBD,Raw,38.5,35-39,24-39,Open,78.2,84,97.5,102.5,107.5,,107.5,65.0,67.5,70.0,,70.0,127.5,132.5,137.5,,137.5,315.0,2,300.23,291.99,256.38,61.3,Yes,Netherlands,,KNKF-SP,IPF,2021-09-12,Netherlands,,Geldrop,TOPFIT Cup Powerliften Classic
Steffan van Dalen,M,SBD,Raw,25.0,24-34,24-39,Open,107.5,110,145.0,150.0,155.0,,155.0,132.5,137.5,-142.5,,137.5,190.0,-200.0,210.0,,210.0,502.5,1,300.24,297.88,284.54,61.37,,Netherlands,,WPF,,2015-06-19,Netherlands,,Kampen,European Championships
Jiri Meijnderts,M,SBD,Raw,31.0,24-34,24-39,Open,75.4,82.5,130.0,140.0,150.0,,150.0,-90.0,90.0,-92.5,,90.0,165.0,172.5,180.0,,180.0,420.0,2,300.3,298.17,288.04,61.06,,Netherlands,,PAGermany,WPF,2017-04-28,Germany,,Trier,Deutsche Meisterschaften im KDK Bankdrücken und Kreuzheben
Eline Blok,F,SBD,Raw,21.5,20-23,19-23,Open,75.75,76,95.0,100.0,-105.0,,100.0,65.0,70.0,-72.5,,70.0,125.0,132.5,140.0,,140.0,310.0,5,300.36,292.88,257.53,61.21,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Sharon van der Linden,F,SBD,Raw,22.5,20-23,19-23,Juniors,70.19,72,-105.0,105.0,-112.5,,105.0,57.5,62.5,-65.0,,62.5,120.0,130.0,-137.5,,130.0,297.5,6,300.39,295.41,260.39,61.06,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Linde Heerkens,F,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,51.55,52,82.5,87.5,-95.5,,87.5,-45.0,47.5,-50.0,,47.5,110.0,-115.0,-115.0,,110.0,245.0,1,300.45,307.48,272.65,62.33,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Quinten Doornbos,M,SBD,Raw,17.5,18-19,14-18,Open,87.3,93,142.5,150.0,160.0,,160.0,105.0,110.0,115.0,,115.0,165.0,175.0,182.5,,182.5,457.5,28,300.49,296.77,284.81,61.75,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Céline Cacchione,F,SBD,Raw,22.5,20-23,19-23,Juniors,61.3,63,87.5,95.0,100.0,,100.0,60.0,62.5,65.0,,65.0,100.0,110.0,-115.0,,110.0,275.0,4,300.79,301.57,266.38,61.26,Yes,Netherlands,,KNKF-SP,IPF,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships
Kim Dolmans,F,SBD,Raw,23.5,24-34,24-39,Open,90.0,84+,110.0,115.0,125.0,,125.0,55.0,60.0,62.5,,62.5,140.0,150.0,-155.0,,150.0,337.5,10,300.89,291.62,253.48,62.15,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Fabbio Hu,M,SBD,Raw,27.5,24-34,24-39,Open,73.78,74,75.0,,,,75.0,130.0,135.0,140.0,,140.0,200.0,-212.5,-212.5,,200.0,415.0,4,300.9,299.15,289.25,61.02,Yes,Netherlands,,KNKF-SP,IPF,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic
Helima Bridié,F,SBD,Raw,21.5,20-23,19-23,Juniors,81.5,84,-115.0,120.0,-125.0,,120.0,60.0,65.0,-70.0,,65.0,122.5,130.0,137.5,,137.5,322.5,1,301.1,292.11,255.9,61.65,Yes,Netherlands,,KNKF-SP,IPF,2018-10-13,Netherlands,ZH,Delft,Dutch Student Championships
Mitchell Steenberghe,M,SBD,Raw,26.5,24-34,24-39,Open,86.9,93,160.0,167.5,172.5,,172.5,100.0,105.0,-107.5,,105.0,170.0,175.0,180.0,,180.0,457.5,60,301.22,297.51,285.58,61.89,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Roos Otten Zwolle,F,SBD,Raw,23.5,24-34,24-39,Open,60.24,63,85.0,92.5,97.5,,97.5,42.5,47.5,50.0,,50.0,110.0,122.5,125.0,,125.0,272.5,5,301.32,302.87,267.59,61.43,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Floortje Savrij Droste,F,SBD,Raw,19.5,20-23,19-23,Open,52.09,57,62.5,67.5,70.0,,70.0,42.5,45.0,-47.5,,45.0,117.5,130.0,132.5,,132.5,247.5,12,301.32,308.13,273.11,62.4,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Amy Driesse,F,SBD,Raw,17.5,18-19,14-18,Open,67.64,69,95.0,-102.5,-102.5,,95.0,60.0,62.5,-65.0,,62.5,125.0,135.0,-142.5,,135.0,292.5,8,301.61,298.09,262.95,61.28,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Daan Hofstra,M,SBD,Raw,16.5,16-17,14-18,Open,84.93,93,152.5,160.0,-165.0,,160.0,107.5,112.5,117.5,,117.5,160.0,170.0,175.0,,175.0,452.5,13,301.62,298.04,286.39,61.92,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Yingkai Song,M,SBD,Raw,22.5,20-23,19-23,Open,81.6,83,-145.0,145.0,155.0,,155.0,87.5,90.0,-92.5,,90.0,180.0,187.5,197.5,,197.5,442.5,29,301.63,298.41,287.27,61.78,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Ben Epe,M,SBD,Raw,47.5,45-49,40-49,Open,72.8,74,135.0,145.0,-152.5,,145.0,95.0,-97.5,97.5,,97.5,170.0,-177.5,-177.5,,170.0,412.5,6,301.72,300.22,290.45,61.08,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Huub Hetterschijt,M,SBD,Raw,44.5,40-44,40-49,Masters 1,119.45,120,175.0,,,,175.0,175.0,,,,175.0,175.0,,,,175.0,525.0,2,301.97,302.16,289.53,61.15,Yes,Netherlands,,KNKF-SP,IPF,2018-02-03,Netherlands,ZH,Rotterdam,Fox Powerlifting Cup
Dorien Keunen,F,SBD,Raw,21.5,20-23,19-23,Juniors,67.5,69,102.5,110.0,-112.5,,110.0,57.5,62.5,-65.0,,62.5,115.0,120.0,-125.0,,120.0,292.5,9,301.98,298.53,263.35,61.36,Yes,Netherlands,,KNKF-SP,IPF,2022-04-16,Netherlands,,Weert,Junioren NK Powerliften Dames
Jur Slager,M,SBD,Raw,19.5,20-23,19-23,Open,89.18,93,152.5,160.0,167.5,,167.5,92.5,100.0,-105.0,,100.0,180.0,190.0,197.5,,197.5,465.0,11,302.07,298.25,285.96,62.1,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Ricardo Lie-Atjam,M,SBD,Raw,39.5,35-39,40-49,Open,126.5,120+,-170.0,170.0,180.0,,180.0,160.0,-167.5,-167.5,,160.0,180.0,195.0,-210.0,,195.0,535.0,3,302.08,304.14,290.96,60.8,Yes,Netherlands,,KNKF-SP,IPF,2021-09-12,Netherlands,,Geldrop,TOPFIT Cup Powerliften Classic
Danique Plasmeijer,F,SBD,Raw,20.5,20-23,19-23,Open,60.86,63,100.0,105.0,-107.5,,105.0,45.0,-47.5,-47.5,,45.0,115.0,120.0,125.0,,125.0,275.0,6,302.14,303.24,267.88,61.56,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Ryan Toisuta,M,SBD,Raw,21.5,20-23,19-23,Open,64.7,66,120.0,125.0,-130.0,,125.0,75.0,80.0,82.5,,82.5,165.0,167.5,172.5,,172.5,380.0,4,302.21,303.35,295.05,59.86,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Evie Bus,F,SBD,Raw,21.5,20-23,19-23,Open,83.4,84,115.0,-120.0,-125.0,,115.0,57.5,62.5,65.0,,65.0,135.0,142.5,147.5,,147.5,327.5,2,302.38,293.1,256.37,62.02,Yes,Netherlands,,KNKF-SP,IPF,2017-10-14,Netherlands,NB,Tilburg,Dutch Student Powerlifting Championships
Ishvar Lalbahadoersing,M,SBD,Raw,20.5,20-23,19-23,Juniors,65.21,66,120.0,122.5,-125.0,,122.5,97.5,-102.5,-102.5,,97.5,145.0,152.5,162.5,,162.5,382.5,3,302.4,303.35,294.93,60.01,Yes,Netherlands,,KNKF-SP,IPF,2018-06-24,Netherlands,,Utrecht,Dutch Juniors & Sub-Juniors Championships
Gwidon Miezalski,M,SBD,Raw,32.5,24-34,24-39,Open,97.1,105,170.0,175.0,180.0,,180.0,-120.0,125.0,130.0,,130.0,-170.0,175.0,-185.0,,175.0,485.0,49,302.44,298.79,285.56,62.14,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Anjali den Boer,F,SBD,Raw,21.5,20-23,19-23,Open,54.86,57,70.0,75.0,82.5,,82.5,52.5,55.0,-57.5,,55.0,110.0,115.0,120.0,,120.0,257.5,11,302.59,307.9,272.48,62.21,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Elke de Leeuw,F,SBD,Raw,18.5,18-19,19-23,Open,68.2,72,97.5,100.0,105.0,,105.0,50.0,52.5,-55.0,,52.5,-130.0,130.0,137.5,,137.5,295.0,12,302.76,298.88,263.6,61.52,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Jasper Neulen,M,SBD,Raw,24.5,24-34,24-39,Open,97.96,105,155.0,167.5,172.5,,172.5,102.5,110.0,-115.0,,110.0,195.0,205.0,-215.0,,205.0,487.5,48,302.79,299.21,285.89,62.19,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Gwidon Miezalski,M,SBD,Raw,31.5,24-34,24-39,Open,90.6,93,157.5,165.0,-172.5,,165.0,115.0,120.0,122.5,,122.5,160.0,175.0,182.5,,182.5,470.0,40,302.89,299.04,286.52,62.28,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Tamara Jetten,F,SBD,Raw,28.5,24-34,24-39,Open,74.54,76,105.0,-110.0,112.5,,112.5,57.5,60.0,62.5,,62.5,127.5,135.0,-142.5,,135.0,310.0,16,302.92,295.84,260.3,61.69,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Mathijs Roelofsen,M,SBD,Raw,22.5,20-23,19-23,Open,103.6,105,162.5,-170.0,-172.5,,162.5,105.0,112.5,-117.5,,112.5,205.0,215.0,225.0,,225.0,500.0,6,303.2,300.21,286.66,62.12,Yes,Netherlands,,KNKF-SP,IPF,2019-10-05,Netherlands,ZH,Delft,Dutch Student Championships
Virgil Woerdings,M,SBD,Raw,20.5,20-23,19-23,Open,98.7,105,140.0,150.0,160.0,,160.0,95.0,102.5,107.5,,107.5,210.0,222.5,-227.5,,222.5,490.0,8,303.33,299.8,286.41,62.29,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Chenna Kuijpers,F,SBD,Raw,22.5,20-23,19-23,Open,74.34,76,115.0,-120.0,120.0,,120.0,50.0,52.5,-55.0,,52.5,125.0,137.5,-142.5,,137.5,310.0,15,303.35,296.35,260.77,61.77,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Joost de Groot,M,SBD,Raw,25.5,24-34,24-39,Open,97.55,105,240.0,257.5,-262.5,,257.5,147.5,152.5,155.0,,155.0,75.0,,,,75.0,487.5,13,303.36,299.74,286.43,62.32,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Milan Daalhuisen,M,SBD,Raw,19.5,20-23,19-23,Open,78.5,83,140.0,150.0,-160.0,,150.0,100.0,105.0,-107.5,,105.0,150.0,165.0,180.0,,180.0,435.0,27,303.36,300.59,289.87,61.95,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Jesse de Haan,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,102.2,105,170.0,180.0,190.0,,190.0,115.0,122.5,-127.5,,122.5,170.0,185.0,-200.0,,185.0,497.5,7,303.39,300.22,286.68,62.21,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Janna de Vos,F,SBD,Raw,22.5,20-23,19-23,Open,65.0,72,97.5,102.5,110.0,,110.0,47.5,-52.5,52.5,,52.5,115.0,125.0,-130.0,,125.0,287.5,12,303.45,301.62,266.23,61.68,Yes,Netherlands,,KNKF-SP,IPF,2017-06-10,Netherlands,NB,Tilburg,DRC Cup
Loek van Leeuwen,M,SBD,Raw,23.5,24-34,24-39,Open,79.94,83,127.5,137.5,142.5,,142.5,112.5,117.5,122.5,,122.5,152.5,165.0,175.0,,175.0,440.0,30,303.53,300.53,289.58,62.08,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Yvonne Kortsmit,F,SBD,Raw,22.5,20-23,19-23,Juniors,66.9,72,100.0,105.0,-107.5,,105.0,62.5,67.5,-70.0,,67.5,110.0,117.5,120.0,,120.0,292.5,8,303.54,300.46,265.09,61.68,Yes,Netherlands,,EPF,IPF,2016-03-05,Estonia,,Tartu,European Classic Powerlifting Championships
Merel van den Bosch,F,SBD,Raw,18.5,18-19,19-23,Open,50.76,52,82.5,87.5,90.0,,90.0,45.0,47.5,-50.0,,47.5,95.0,102.5,107.5,,107.5,245.0,1,303.72,311.14,276.08,63.18,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Amber Hattar,F,SBD,Raw,18.5,18-19,19-23,Open,94.2,84+,125.0,135.0,-145.0,,135.0,67.5,-70.0,-70.0,,67.5,135.0,145.0,-152.5,,145.0,347.5,9,303.78,295.01,255.23,63.05,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Lars Savenije,M,SBD,Raw,20.5,20-23,19-23,Juniors,99.48,105,142.5,150.0,157.5,,157.5,115.0,120.0,-125.0,,120.0,190.0,205.0,215.0,,215.0,492.5,24,303.83,300.36,286.9,62.37,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Florianne Volbeda,F,SBD,Raw,28.5,24-34,24-39,Open,69.8,72,-100.0,100.0,107.5,,107.5,65.0,70.0,72.5,,72.5,115.0,120.0,-130.0,,120.0,300.0,11,303.86,299.04,263.62,61.76,Yes,Netherlands,,KNKF-SP,IPF,2017-09-30,Netherlands,GE,Nijmegen,SBD Cup
Marc Verbeek,M,SBD,Raw,24.5,24-34,24-39,Open,98.3,105,-160.0,160.0,170.0,,170.0,100.0,105.0,110.0,,110.0,190.0,200.0,210.0,,210.0,490.0,2,303.88,300.3,286.92,62.41,Yes,Netherlands,,KNKF-SP,IPF,2021-09-12,Netherlands,,Geldrop,TOPFIT Cup Powerliften Classic
Marijn Craenen,M,SBD,Raw,21.5,20-23,19-23,Juniors,95.96,105,165.0,175.0,-182.5,,175.0,112.5,117.5,-125.0,,117.5,180.0,192.5,-200.0,,192.5,485.0,25,304.07,300.33,287.13,62.49,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Dominique van Deursen,F,SBD,Raw,20.5,20-23,19-23,Open,71.78,72,100.0,107.5,-112.5,,107.5,52.5,57.5,-60.0,,57.5,140.0,-152.5,-152.5,,140.0,305.0,7,304.17,298.3,262.78,61.86,Yes,Netherlands,,IPF,IPF,2016-07-11,Belarus,,Minsk,World University Powerlifting Cup
Sophie Nijenhuis,F,SBD,Raw,28.5,24-34,24-39,Open,55.22,57,90.0,-97.5,-102.5,,90.0,47.5,52.5,-55.0,,52.5,102.5,112.5,117.5,,117.5,260.0,5,304.2,309.3,273.67,62.49,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
